InvoiceID_sk,InvoiceID_nk,NumberOfCustomer,ProductID_NK,ProductLine,UnitPrice,Quantity,Tax_5_percent,Total,gross_income,gross_margin_percentage,cogs,Rating,Branch,City,Gender,CustomerType,Payment,Date,Year,Month
473,318-68-5053,1,PID515,Fashion accessories,72.2,6,23.097,485.037,23.097,4.761904762,461.94,6.1,B,Mandalay,F,Normal,Cash,2/27/19 17:55,2019,2
474,766-85-7061,1,PID516,Health and beauty,88.36,10,43.935,922.635,43.935,4.761904762,878.7,5.1,B,Mandalay,M,Normal,Ewallet,3/29/19 10:25,2019,3
475,733-01-9107,1,PID517,Electronic accessories,94.13,6,24.81,521.01,24.81,4.761904762,496.2,7.4,B,Mandalay,M,Normal,Cash,3/5/19 18:14,2019,3
476,716-39-1409,1,PID518,Health and beauty,83.78,7,10.6225,223.0725,10.6225,4.761904762,212.45,8,B,Mandalay,M,Normal,Cash,3/19/19 18:19,2019,3
477,227-78-1148,1,PID519,Sports and travel,16.16,7,25.494,535.374,25.494,4.761904762,509.88,8.4,B,Mandalay,F,Normal,Cash,2/15/19 12:44,2019,2
478,803-17-8013,1,PID52,Electronic accessories,96.68,8,35.516,745.836,35.516,4.761904762,710.32,4.1,A,Yangon,F,Member,Cash,2/17/19 17:09,2019,2
479,378-24-2715,1,PID520,Sports and travel,76.99,2,5.344,112.224,5.344,4.761904762,106.88,4.1,B,Mandalay,M,Normal,Ewallet,1/20/19 20:38,2019,1
480,549-84-7482,1,PID521,Electronic accessories,87.87,9,40.626,853.146,40.626,4.761904762,812.52,7.2,B,Mandalay,F,Normal,Ewallet,2/8/19 11:15,2019,2
481,191-10-6171,1,PID522,Food and beverages,82.7,7,13.867,291.207,13.867,4.761904762,277.34,7.5,B,Mandalay,F,Normal,Cash,1/25/19 13:18,2019,1
482,695-51-0018,1,PID523,Electronic accessories,30.35,4,6.968,146.328,6.968,4.761904762,139.36,7.4,B,Mandalay,F,Normal,Cash,2/10/19 18:36,2019,2
483,241-72-9525,1,PID524,Sports and travel,72.84,10,25.955,545.055,25.955,4.761904762,519.1,8.2,B,Mandalay,M,Normal,Cash,2/16/19 12:21,2019,2
484,307-85-2293,1,PID525,Home and lifestyle,88.79,5,12.57,263.97,12.57,4.761904762,251.4,9.7,B,Mandalay,M,Normal,Ewallet,3/7/19 13:58,2019,3
485,423-57-2993,1,PID526,Sports and travel,53.44,6,28.017,588.357,28.017,4.761904762,560.34,10,B,Mandalay,M,Normal,Ewallet,3/27/19 19:18,2019,3
486,548-46-9322,1,PID527,Sports and travel,90.28,10,19.95,418.95,19.95,4.761904762,399,5.9,B,Mandalay,M,Normal,Credit card,2/20/19 15:24,2019,2
487,414-12-7047,1,PID528,Fashion accessories,39.62,8,7.916,166.236,7.916,4.761904762,158.32,8.7,B,Mandalay,M,Normal,Ewallet,1/18/19 12:04,2019,1
488,284-34-9626,1,PID529,Fashion accessories,34.84,3,11.556,242.676,11.556,4.761904762,231.12,7.2,B,Mandalay,F,Normal,Credit card,2/11/19 10:39,2019,2
489,512-98-1403,1,PID53,Home and lifestyle,51.91,3,3.972,83.412,3.972,4.761904762,79.44,4.7,A,Yangon,F,Member,Ewallet,3/21/19 10:40,2019,3
490,437-58-8131,1,PID530,Home and lifestyle,50.28,2,7.352,154.392,7.352,4.761904762,147.04,4.6,B,Mandalay,F,Normal,Ewallet,1/15/19 13:41,2019,1
491,641-43-2399,1,PID531,Fashion accessories,93.39,4,5.11,107.31,5.11,4.761904762,102.2,5.7,B,Mandalay,M,Normal,Ewallet,1/26/19 20:23,2019,1
492,573-58-9734,1,PID532,Fashion accessories,39.9,3,4.5555,95.6655,4.5555,4.761904762,91.11,5.1,B,Mandalay,F,Normal,Ewallet,3/28/19 13:41,2019,3
493,817-69-8206,1,PID533,Health and beauty,19.79,9,44.8785,942.4485,44.8785,4.761904762,897.57,6.5,B,Mandalay,F,Normal,Credit card,3/2/19 19:42,2019,3
494,142-63-6033,1,PID534,Home and lifestyle,77.04,5,23.09,484.89,23.09,4.761904762,461.8,4.9,B,Mandalay,M,Normal,Ewallet,3/20/19 19:17,2019,3
495,656-16-1063,1,PID535,Fashion accessories,26.48,3,6.963,146.223,6.963,4.761904762,139.26,4.4,B,Mandalay,M,Normal,Credit card,1/4/19 13:24,2019,1
496,560-30-5617,1,PID536,Sports and travel,73.52,5,6.1925,130.0425,6.1925,4.761904762,123.85,8.5,B,Mandalay,F,Normal,Cash,3/24/19 18:27,2019,3
497,549-03-9315,1,PID537,Electronic accessories,25.55,8,37.948,796.908,37.948,4.761904762,758.96,8.7,B,Mandalay,M,Normal,Ewallet,2/12/19 12:58,2019,2
498,790-29-1172,1,PID538,Food and beverages,30.37,3,8.601,180.621,8.601,4.761904762,172.02,7.9,B,Mandalay,F,Normal,Credit card,3/10/19 18:59,2019,3
499,239-36-3640,1,PID539,Sports and travel,99.73,6,13.605,285.705,13.605,4.761904762,272.1,6.1,B,Mandalay,M,Normal,Ewallet,1/31/19 13:44,2019,1
500,870-76-1733,1,PID54,Sports and travel,92.36,5,3.5575,74.7075,3.5575,4.761904762,71.15,4.4,A,Yangon,F,Member,Credit card,2/1/19 10:08,2019,2
501,468-01-2051,1,PID540,Sports and travel,46.42,7,21.728,456.288,21.728,4.761904762,434.56,5.4,B,Mandalay,M,Normal,Ewallet,3/6/19 13:46,2019,3
502,289-65-5721,1,PID541,Fashion accessories,24.77,2,8.137,170.877,8.137,4.761904762,162.74,6.5,B,Mandalay,F,Normal,Cash,1/26/19 19:28,2019,1
503,418-02-5978,1,PID542,Home and lifestyle,94.87,9,37.8405,794.6505,37.8405,4.761904762,756.81,8,B,Mandalay,F,Normal,Cash,2/11/19 10:54,2019,2
504,376-02-8238,1,PID543,Sports and travel,57.34,8,37.548,788.508,37.548,4.761904762,750.96,8.3,B,Mandalay,M,Normal,Credit card,2/2/19 18:42,2019,2
505,785-13-7708,1,PID544,Sports and travel,45.35,7,25.571,536.991,25.571,4.761904762,511.42,4.2,B,Mandalay,M,Normal,Credit card,1/14/19 19:06,2019,1
506,154-74-7179,1,PID545,Electronic accessories,14.23,1,2.7225,57.1725,2.7225,4.761904762,54.45,7.9,B,Mandalay,M,Normal,Ewallet,2/26/19 19:24,2019,2
507,783-09-1637,1,PID546,Sports and travel,62.08,5,16.8575,354.0075,16.8575,4.761904762,337.15,6.3,B,Mandalay,F,Normal,Ewallet,3/6/19 18:13,2019,3
508,477-24-6490,1,PID547,Food and beverages,81.37,6,29.913,628.173,29.913,4.761904762,598.26,7.9,B,Mandalay,F,Normal,Ewallet,2/26/19 16:52,2019,2
509,566-19-5475,1,PID548,Health and beauty,84.09,7,16.7895,352.5795,16.7895,4.761904762,335.79,6.2,B,Mandalay,M,Normal,Cash,1/7/19 20:52,2019,1
510,498-41-1961,1,PID549,Home and lifestyle,93.87,5,16.67,350.07,16.67,4.761904762,333.4,7.6,B,Mandalay,M,Normal,Cash,2/20/19 18:01,2019,2
511,423-64-4619,1,PID55,Sports and travel,73.06,9,6.9975,146.9475,6.9975,4.761904762,139.95,5,A,Yangon,F,Member,Cash,3/7/19 13:12,2019,3
512,283-79-9594,1,PID550,Home and lifestyle,54.45,7,16.9785,356.5485,16.9785,4.761904762,339.57,5.2,B,Mandalay,F,Normal,Credit card,1/25/19 13:30,2019,1
513,585-03-5943,1,PID551,Fashion accessories,67.43,10,9.055,190.155,9.055,4.761904762,181.1,5.9,B,Mandalay,M,Normal,Ewallet,3/13/19 11:46,2019,3
514,396-90-2219,1,PID552,Electronic accessories,99.71,8,5.984,125.664,5.984,4.761904762,119.68,8.6,B,Mandalay,F,Normal,Cash,2/23/19 12:29,2019,2
515,276-54-0879,1,PID553,Sports and travel,47.97,4,19.548,410.508,19.548,4.761904762,390.96,6.4,B,Mandalay,M,Normal,Ewallet,3/12/19 19:53,2019,3
516,868-81-1752,1,PID554,Fashion accessories,66.68,9,9.909,208.089,9.909,4.761904762,198.18,6.8,B,Mandalay,M,Normal,Cash,2/7/19 18:48,2019,2
517,692-27-8933,1,PID555,Health and beauty,15.55,6,17.385,365.085,17.385,4.761904762,347.7,5.2,B,Mandalay,F,Normal,Cash,2/24/19 13:02,2019,2
518,400-45-1220,1,PID556,Home and lifestyle,48.51,10,6.75,141.75,6.75,4.761904762,135,4.8,B,Mandalay,F,Normal,Credit card,2/27/19 11:06,2019,2
519,453-63-6187,1,PID557,Home and lifestyle,18.11,3,4.125,86.625,4.125,4.761904762,82.5,6.5,B,Mandalay,M,Normal,Ewallet,3/1/19 15:40,2019,3
520,578-80-7669,1,PID558,Sports and travel,14.96,1,3.7485,78.7185,3.7485,4.761904762,74.97,5.6,B,Mandalay,M,Normal,Cash,3/16/19 16:58,2019,3
521,261-12-8671,1,PID559,Electronic accessories,97.74,2,6.096,128.016,6.096,4.761904762,121.92,4.9,B,Mandalay,F,Normal,Credit card,1/25/19 19:39,2019,1
522,815-11-1168,1,PID56,Home and lifestyle,22.02,5,24.945,523.845,24.945,4.761904762,498.9,5.4,A,Yangon,M,Member,Cash,3/9/19 19:09,2019,3
523,529-56-3979,1,PID56,Home and lifestyle,22.02,4,4.03,84.63,4.03,4.761904762,80.6,4.4,B,Mandalay,F,Normal,Ewallet,3/11/20 15:30,2020,3
524,182-69-8360,1,PID560,Health and beauty,57.95,4,4.73,99.33,4.73,4.761904762,94.6,4,B,Mandalay,F,Normal,Credit card,1/30/19 13:32,2019,1
525,868-52-7573,1,PID561,Food and beverages,13.5,5,24.9225,523.3725,24.9225,4.761904762,498.45,9.9,B,Mandalay,F,Normal,Cash,1/14/19 12:09,2019,1
526,596-42-3999,1,PID562,Sports and travel,27.5,7,6.377,133.917,6.377,4.761904762,127.54,6.6,B,Mandalay,M,Normal,Credit card,3/10/19 14:04,2019,3
527,173-82-9529,1,PID563,Fashion accessories,74.97,10,18.975,398.475,18.975,4.761904762,379.5,9.7,B,Mandalay,F,Normal,Cash,1/26/19 14:51,2019,1
528,760-54-1821,1,PID564,Fashion accessories,60.96,9,6.1155,128.4255,6.1155,4.761904762,122.31,5.8,B,Mandalay,M,Normal,Cash,3/15/19 10:26,2019,3
529,831-64-0259,1,PID565,Food and beverages,99.78,5,9.9375,208.6875,9.9375,4.761904762,198.75,9.6,B,Mandalay,F,Normal,Ewallet,2/22/19 10:43,2019,2
530,244-08-0162,1,PID566,Sports and travel,20.15,10,17.105,359.205,17.105,4.761904762,342.1,5.1,B,Mandalay,F,Normal,Cash,1/2/19 13:00,2019,1
531,569-71-4390,1,PID567,Health and beauty,23.65,2,2.187,45.927,2.187,4.761904762,43.74,6.9,B,Mandalay,M,Normal,Ewallet,1/25/19 14:29,2019,1
532,268-03-6164,1,PID568,Fashion accessories,99.69,1,4.8055,100.9155,4.8055,4.761904762,96.11,7.8,B,Mandalay,M,Normal,Ewallet,1/25/19 16:28,2019,1
533,848-07-1692,1,PID569,Electronic accessories,18.22,2,5.722,120.162,5.722,4.761904762,114.44,8.3,B,Mandalay,F,Normal,Ewallet,1/12/19 17:13,2019,1
534,340-66-0321,1,PID57,Food and beverages,37.95,4,7.272,152.712,7.272,4.761904762,145.44,7.6,A,Yangon,M,Member,Cash,3/25/19 13:07,2019,3
535,741-73-3559,1,PID570,Home and lifestyle,13.59,5,16.8175,353.1675,16.8175,4.761904762,336.35,6.9,B,Mandalay,M,Normal,Cash,2/27/19 17:27,2019,2
536,286-75-7818,1,PID571,Home and lifestyle,39.75,2,6.908,145.068,6.908,4.761904762,138.16,6.9,B,Mandalay,M,Normal,Credit card,1/31/19 19:48,2019,1
537,616-87-0016,1,PID572,Fashion accessories,34.21,7,33.439,702.219,33.439,4.761904762,668.78,9.6,B,Mandalay,M,Normal,Credit card,3/9/19 14:36,2019,3
538,837-55-7229,1,PID573,Home and lifestyle,21.87,1,2.372,49.812,2.372,4.761904762,47.44,6.8,B,Mandalay,F,Normal,Credit card,2/22/19 18:19,2019,2
539,891-01-7034,1,PID574,Fashion accessories,96.11,6,22.413,470.673,22.413,4.761904762,448.26,6.7,B,Mandalay,F,Normal,Cash,1/1/19 19:07,2019,1
540,744-09-5786,1,PID575,Food and beverages,57.22,6,6.603,138.663,6.603,4.761904762,132.06,7.6,B,Mandalay,M,Normal,Cash,1/2/19 18:50,2019,1
541,533-33-5337,1,PID576,Home and lifestyle,36.36,10,39.695,833.595,39.695,4.761904762,793.9,6.2,B,Mandalay,M,Normal,Cash,2/7/19 20:24,2019,2
542,554-53-3790,1,PID577,Health and beauty,67.27,6,11.106,233.226,11.106,4.761904762,222.12,4.5,B,Mandalay,M,Normal,Cash,3/22/19 18:33,2019,3
543,701-69-8742,1,PID578,Sports and travel,69.08,10,17.185,360.885,17.185,4.761904762,343.7,6.7,B,Mandalay,M,Normal,Ewallet,3/16/19 10:11,2019,3
544,709-58-4068,1,PID579,Electronic accessories,95.54,10,20.545,431.445,20.545,4.761904762,410.9,7.3,B,Mandalay,F,Normal,Cash,2/28/19 14:42,2019,2
545,442-48-3607,1,PID58,Food and beverages,47.44,2,2.348,49.308,2.348,4.761904762,46.96,7.9,A,Yangon,M,Member,Credit card,3/14/19 11:21,2019,3
546,686-41-0932,1,PID580,Home and lifestyle,74.71,2,3.47,72.87,3.47,4.761904762,69.4,8.2,B,Mandalay,F,Normal,Ewallet,3/13/19 19:48,2019,3
547,437-53-3084,1,PID581,Fashion accessories,22.01,2,9.989,209.769,9.989,4.761904762,199.78,7.1,B,Mandalay,M,Normal,Ewallet,2/26/19 11:48,2019,2
548,632-32-4574,1,PID582,Sports and travel,79.39,8,30.368,637.728,30.368,4.761904762,607.36,5.5,B,Mandalay,M,Normal,Cash,3/20/19 14:14,2019,3
549,282-35-2475,1,PID583,Sports and travel,37.02,2,9.331,195.951,9.331,4.761904762,186.62,6.3,B,Mandalay,F,Normal,Cash,3/25/19 17:53,2019,3
550,511-54-3087,1,PID584,Electronic accessories,34.37,1,4.4225,92.8725,4.4225,4.761904762,88.45,9.5,B,Mandalay,M,Normal,Credit card,2/25/19 16:36,2019,2
551,862-17-9201,1,PID585,Fashion accessories,41.09,6,25.215,529.515,25.215,4.761904762,504.3,7.7,B,Mandalay,F,Normal,Credit card,1/29/19 10:48,2019,1
552,734-91-1155,1,PID586,Fashion accessories,23.48,3,6.8565,143.9865,6.8565,4.761904762,137.13,7.7,B,Mandalay,F,Normal,Credit card,3/26/19 10:34,2019,3
553,286-62-6248,1,PID587,Health and beauty,34.7,4,7.842,164.682,7.842,4.761904762,156.84,9,B,Mandalay,M,Normal,Credit card,1/16/19 20:03,2019,1
554,857-67-9057,1,PID588,Electronic accessories,99.89,10,11.475,240.975,11.475,4.761904762,229.5,8.2,B,Mandalay,M,Normal,Ewallet,2/6/19 19:20,2019,2
555,841-18-8232,1,PID589,Electronic accessories,75.92,1,3.56,74.76,3.56,4.761904762,71.2,9.2,B,Mandalay,F,Normal,Credit card,1/5/19 20:40,2019,1
556,527-09-6272,1,PID59,Home and lifestyle,93.31,5,7.1125,149.3625,7.1125,4.761904762,142.25,9.1,A,Yangon,F,Member,Credit card,3/21/19 10:17,2019,3
557,539-21-7227,1,PID590,Fashion accessories,88.45,5,12.885,270.585,12.885,4.761904762,257.7,4.2,B,Mandalay,F,Normal,Cash,1/26/19 17:45,2019,1
558,747-58-7183,1,PID591,Food and beverages,84.05,3,8.5905,180.4005,8.5905,4.761904762,171.81,6.5,B,Mandalay,M,Normal,Ewallet,2/9/19 20:31,2019,2
559,582-52-8065,1,PID592,Food and beverages,45.71,9,24.4395,513.2295,24.4395,4.761904762,488.79,8.9,B,Mandalay,F,Normal,Cash,2/22/19 10:49,2019,2
560,210-57-1719,1,PID593,Home and lifestyle,39.21,9,26.208,550.368,26.208,4.761904762,524.16,9.7,B,Mandalay,F,Normal,Cash,2/5/19 12:34,2019,2
561,356-44-8813,1,PID594,Electronic accessories,22.95,3,5.622,118.062,5.622,4.761904762,112.44,7.7,B,Mandalay,M,Normal,Credit card,1/20/19 13:45,2019,1
562,174-75-0888,1,PID595,Food and beverages,71.2,9,9.711,203.931,9.711,4.761904762,194.22,7.3,B,Mandalay,M,Normal,Cash,3/14/19 12:32,2019,3
563,134-54-4720,1,PID596,Electronic accessories,28.45,8,16.968,356.328,16.968,4.761904762,339.36,5.7,B,Mandalay,F,Normal,Ewallet,1/30/19 13:58,2019,1
564,514-37-2845,1,PID597,Electronic accessories,51.54,2,9.925,208.425,9.925,4.761904762,198.5,9,B,Mandalay,M,Normal,Cash,3/20/19 13:02,2019,3
565,241-11-2261,1,PID598,Fashion accessories,57.27,7,27.951,586.971,27.951,4.761904762,559.02,5.5,B,Mandalay,F,Normal,Credit card,1/10/19 10:33,2019,1
566,355-34-6244,1,PID599,Food and beverages,54.31,2,7.239,152.019,7.239,4.761904762,144.78,8.1,B,Mandalay,M,Normal,Credit card,1/13/19 19:55,2019,1
567,441-94-7118,1,PID60,Sports and travel,58.24,1,3.5975,75.5475,3.5975,4.761904762,71.95,7.3,A,Yangon,M,Member,Cash,2/4/19 12:14,2019,2
568,458-61-0011,1,PID600,Fashion accessories,37.48,4,12.06,253.26,12.06,4.761904762,241.2,5.8,B,Mandalay,M,Normal,Cash,2/20/19 18:43,2019,2
569,207-73-1363,1,PID601,Fashion accessories,21.58,2,6.951,145.971,6.951,4.761904762,139.02,8.1,B,Mandalay,M,Normal,Ewallet,3/1/19 12:15,2019,3
570,375-72-3056,1,PID602,Sports and travel,42.42,3,9.459,198.639,9.459,4.761904762,189.18,7,B,Mandalay,M,Normal,Ewallet,1/19/19 15:58,2019,1
571,470-31-3286,1,PID603,Home and lifestyle,99.25,3,2.223,46.683,2.223,4.761904762,44.46,8.7,B,Mandalay,M,Normal,Credit card,3/1/19 11:30,2019,3
572,642-30-6693,1,PID604,Sports and travel,79.86,6,16.353,343.413,16.353,4.761904762,327.06,7.8,B,Mandalay,F,Normal,Ewallet,3/17/19 13:54,2019,3
573,830-58-2383,1,PID605,Food and beverages,72.39,4,6.35,133.35,6.35,4.761904762,127,8.6,B,Mandalay,M,Normal,Cash,2/8/19 15:26,2019,2
574,852-62-7105,1,PID606,Food and beverages,71.95,10,41.625,874.125,41.625,4.761904762,832.5,4.4,B,Mandalay,F,Normal,Credit card,1/12/19 11:25,2019,1
575,420-04-7590,1,PID607,Sports and travel,60.3,3,14.955,314.055,14.955,4.761904762,299.1,4.7,B,Mandalay,M,Normal,Ewallet,3/18/19 11:29,2019,3
576,665-63-9737,1,PID608,Fashion accessories,69.51,3,7.863,165.123,7.863,4.761904762,157.26,7.5,B,Mandalay,M,Normal,Ewallet,2/27/19 17:36,2019,2
577,369-82-2676,1,PID609,Food and beverages,63.06,5,18.915,397.215,18.915,4.761904762,378.3,7.8,B,Mandalay,M,Normal,Ewallet,1/15/19 18:22,2019,1
578,612-36-5536,1,PID61,Food and beverages,14.82,8,32.384,680.064,32.384,4.761904762,647.68,7.4,A,Yangon,M,Member,Credit card,2/17/19 11:12,2019,2
579,563-47-4072,1,PID610,Health and beauty,54.51,6,16.743,351.603,16.743,4.761904762,334.86,9.9,B,Mandalay,F,Normal,Cash,1/22/19 11:52,2019,1
580,322-02-2271,1,PID611,Health and beauty,31.75,3,6.4455,135.3555,6.4455,4.761904762,128.91,9.3,B,Mandalay,F,Normal,Cash,2/3/19 11:46,2019,2
581,190-14-3147,1,PID612,Food and beverages,83.25,4,3.594,75.474,3.594,4.761904762,71.88,6.4,B,Mandalay,F,Normal,Ewallet,2/23/19 20:43,2019,2
582,679-22-6530,1,PID613,Health and beauty,99.7,2,4.062,85.302,4.062,4.761904762,81.24,4.1,B,Mandalay,F,Normal,Credit card,1/17/19 10:01,2019,1
583,576-31-4774,1,PID614,Fashion accessories,52.42,3,11.0115,231.2415,11.0115,4.761904762,220.23,4,B,Mandalay,F,Normal,Ewallet,3/2/19 13:10,2019,3
584,320-85-2052,1,PID615,Fashion accessories,75.66,1,1.7405,36.5505,1.7405,4.761904762,34.81,7,B,Mandalay,F,Normal,Credit card,1/14/19 10:11,2019,1
585,826-58-8051,1,PID616,Sports and travel,80.96,4,12.438,261.198,12.438,4.761904762,248.76,4.3,B,Mandalay,M,Normal,Ewallet,1/6/19 19:46,2019,1
586,176-64-7711,1,PID617,Health and beauty,55.81,3,4.848,101.808,4.848,4.761904762,96.96,4.3,B,Mandalay,M,Normal,Credit card,3/27/19 19:11,2019,3
587,186-79-9562,1,PID618,Food and beverages,42.97,7,25.1195,527.5095,25.1195,4.761904762,502.39,8.9,B,Mandalay,M,Normal,Cash,3/29/19 14:06,2019,3
588,834-45-5519,1,PID619,Sports and travel,17.97,4,8.6,180.6,8.6,4.761904762,172,7.6,B,Mandalay,F,Normal,Ewallet,1/31/19 20:48,2019,1
589,468-88-0009,1,PID62,Fashion accessories,40.62,4,13.188,276.948,13.188,4.761904762,263.76,6,A,Yangon,M,Member,Cash,3/24/19 10:29,2019,3
590,418-05-0656,1,PID620,Health and beauty,73.41,7,8.946,187.866,8.946,4.761904762,178.92,7.1,B,Mandalay,F,Normal,Cash,2/2/19 20:42,2019,2
591,365-64-0518,1,PID620,Health and beauty,73.41,7,24.1255,506.6355,24.1255,4.761904762,482.51,4.6,A,Yangon,F,Member,Credit card,3/11/20 11:03,2020,3
592,776-68-1096,1,PID621,Home and lifestyle,34.81,3,6.618,138.978,6.618,4.761904762,132.36,7.9,B,Mandalay,M,Normal,Credit card,3/18/19 13:45,2019,3
593,174-64-0215,1,PID622,Sports and travel,62.19,10,34.87,732.27,34.87,4.761904762,697.4,8.9,B,Mandalay,M,Normal,Credit card,3/5/19 17:49,2019,3
594,438-23-1242,1,PID623,Sports and travel,32.32,7,26.558,557.718,26.558,4.761904762,531.16,8.9,B,Mandalay,M,Normal,Ewallet,1/24/19 10:38,2019,1
595,775-72-1988,1,PID624,Sports and travel,71.77,5,18.32,384.72,18.32,4.761904762,366.4,8.4,B,Mandalay,M,Normal,Ewallet,1/24/19 15:05,2019,1
596,525-09-8450,1,PID625,Health and beauty,43,10,36.065,757.365,36.065,4.761904762,721.3,4.2,B,Mandalay,M,Normal,Credit card,1/31/19 15:12,2019,1
597,593-14-4239,1,PID626,Food and beverages,65.94,8,38.184,801.864,38.184,4.761904762,763.68,4.7,B,Mandalay,F,Normal,Ewallet,3/5/19 19:40,2019,3
598,388-76-2555,1,PID627,Sports and travel,25.56,6,4.107,86.247,4.107,4.761904762,82.14,6.3,B,Mandalay,M,Normal,Cash,2/13/19 13:59,2019,2
599,711-31-1234,1,PID628,Fashion accessories,68.93,4,19.128,401.688,19.128,4.761904762,382.56,7.9,B,Mandalay,F,Normal,Cash,3/16/19 18:51,2019,3
600,120-54-2248,1,PID629,Home and lifestyle,44.12,5,7.215,151.515,7.215,4.761904762,144.3,8,B,Mandalay,F,Normal,Credit card,1/22/19 18:08,2019,1
601,254-31-0042,1,PID63,Electronic accessories,69.74,9,9.675,203.175,9.675,4.761904762,193.5,7.8,A,Yangon,M,Member,Credit card,3/6/19 12:46,2019,3
602,875-31-8302,1,PID630,Fashion accessories,75.88,1,4.669,98.049,4.669,4.761904762,93.38,9.6,B,Mandalay,M,Normal,Cash,1/3/19 13:07,2019,1
603,744-16-7898,1,PID631,Food and beverages,73.28,10,48.685,1022.385,48.685,4.761904762,973.7,4.9,B,Mandalay,F,Normal,Credit card,1/15/19 13:48,2019,1
604,605-83-1050,1,PID632,Sports and travel,72.13,2,2.718,57.078,2.718,4.761904762,54.36,4.3,B,Mandalay,M,Normal,Ewallet,3/15/19 16:26,2019,3
605,359-94-5395,1,PID633,Fashion accessories,95.46,1,4.639,97.419,4.639,4.761904762,92.78,9.8,B,Mandalay,M,Normal,Credit card,3/15/19 10:50,2019,3
606,751-15-6198,1,PID634,Home and lifestyle,13.69,6,6.903,144.963,6.903,4.761904762,138.06,7.9,B,Mandalay,M,Normal,Ewallet,1/12/19 16:45,2019,1
607,559-61-5987,1,PID635,Fashion accessories,95.64,1,0.8875,18.6375,0.8875,4.761904762,17.75,8.6,B,Mandalay,F,Normal,Cash,1/14/19 10:38,2019,1
608,565-91-4567,1,PID636,Food and beverages,28.86,8,4.3,90.3,4.3,4.761904762,86,6.2,B,Mandalay,M,Normal,Ewallet,3/15/19 14:38,2019,3
609,499-27-7781,1,PID637,Fashion accessories,21.5,8,21.284,446.964,21.284,4.761904762,425.68,5,B,Mandalay,F,Normal,Ewallet,3/14/19 16:45,2019,3
610,366-43-6862,1,PID638,Food and beverages,93.38,4,10.578,222.138,10.578,4.761904762,211.56,6.7,B,Mandalay,M,Normal,Ewallet,3/25/19 16:32,2019,3
611,636-17-0325,1,PID639,Electronic accessories,97.37,4,12.514,262.794,12.514,4.761904762,250.28,9.5,B,Mandalay,M,Normal,Cash,2/25/19 18:37,2019,2
612,667-23-5919,1,PID64,Food and beverages,27.18,5,24.175,507.675,24.175,4.761904762,483.5,7,A,Yangon,F,Member,Ewallet,1/14/19 12:52,2019,1
613,670-71-7306,1,PID640,Fashion accessories,92.78,6,13.389,281.169,13.389,4.761904762,267.78,5.1,B,Mandalay,M,Normal,Credit card,1/2/19 20:08,2019,1
614,291-59-1384,1,PID641,Sports and travel,23.01,1,3.015,63.315,3.015,4.761904762,60.3,6,B,Mandalay,M,Normal,Cash,2/28/19 17:38,2019,2
615,866-70-2814,1,PID642,Food and beverages,17.75,10,26.395,554.295,26.395,4.761904762,527.9,10,B,Mandalay,F,Normal,Ewallet,2/25/19 11:58,2019,2
616,895-03-6665,1,PID643,Sports and travel,10.75,9,16.4295,345.0195,16.4295,4.761904762,328.59,4.2,B,Mandalay,F,Normal,Cash,2/16/19 10:52,2019,2
617,770-42-8960,1,PID644,Sports and travel,53.21,8,8.448,177.408,8.448,4.761904762,168.96,6.3,B,Mandalay,M,Normal,Cash,1/1/19 19:31,2019,1
618,234-36-2483,1,PID645,Electronic accessories,52.89,6,17.277,362.817,17.277,4.761904762,345.54,5.1,B,Mandalay,M,Normal,Cash,2/15/19 13:51,2019,2
619,152-03-4217,1,PID646,Food and beverages,62.57,9,5.076,106.596,5.076,4.761904762,101.52,4.3,B,Mandalay,F,Normal,Credit card,3/17/19 11:55,2019,3
620,533-66-5566,1,PID647,Fashion accessories,96.7,7,17.8745,375.3645,17.8745,4.761904762,357.49,7,B,Mandalay,F,Normal,Cash,1/12/19 11:42,2019,1
621,114-35-5271,1,PID648,Food and beverages,44.63,8,23.164,486.444,23.164,4.761904762,463.28,8.1,B,Mandalay,F,Normal,Cash,2/7/19 15:06,2019,2
622,715-20-1673,1,PID649,Food and beverages,60.3,5,7.095,148.995,7.095,4.761904762,141.9,9.4,B,Mandalay,M,Normal,Cash,3/6/19 20:57,2019,3
623,289-15-7034,1,PID65,Home and lifestyle,52.79,4,16.466,345.786,16.466,4.761904762,329.32,7.5,A,Yangon,M,Member,Credit card,1/11/19 10:37,2019,1
624,699-88-1972,1,PID650,Fashion accessories,36.51,8,39.664,832.944,39.664,4.761904762,793.28,4.2,B,Mandalay,M,Normal,Credit card,1/28/19 17:47,2019,1
625,509-10-0516,1,PID651,Fashion accessories,21.12,4,9.194,193.074,9.194,4.761904762,183.88,5.1,B,Mandalay,M,Normal,Ewallet,2/9/19 12:02,2019,2
626,851-98-3555,1,PID652,Food and beverages,57.59,5,20.72,435.12,20.72,4.761904762,414.4,6.6,B,Mandalay,F,Normal,Credit card,3/24/19 14:08,2019,3
627,624-01-8356,1,PID653,Sports and travel,11.28,10,24.505,514.605,24.505,4.761904762,490.1,4.2,B,Mandalay,F,Normal,Credit card,1/27/19 10:44,2019,1
628,777-67-2495,1,PID654,Health and beauty,51.07,3,10.3455,217.2555,10.3455,4.761904762,206.91,8.7,B,Mandalay,M,Normal,Ewallet,2/22/19 11:26,2019,2
